Order_Number;ID_Client;ID_State_Code;State/ UT;Customer_Name;Order_Date;Status;Product;ID_Product;Category;ID_Category;Brand;ID_Brand;Cost; Sales ;Quantity; Total_Cost ; Total_Sales ;Assigned Supervisor;ID_Vender
139474;CLI17;UP;Uttar Pradesh;Aditya Agarwal;16/03/2020;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;3; R$ 28.500,00 ; R$ 37.050,00 ;Ajay Sharma; VEN11101 
139475;CLI18;UP;Uttar Pradesh;Firdoush Jabee;16/03/2020;Processing;5 TB HDD;PCT50;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Roshan Kumar; VEN11102 
139476;CLI19;UP;Uttar Pradesh;Jay Prakash Kumar;16/03/2020;Delivered;515 GB M.2;PCT51;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;2; R$ 13.000,00 ; R$ 16.900,00 ;Aarvi Gupta; VEN11103 
139477;CLI20;UP;Uttar Pradesh;Ashish Pandey;17/03/2020;Shipped;RYZEN 3rd gen. 3503;PCT52;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Vijay Singh; VEN11104 
139478;CLI21;UP;Uttar Pradesh;Ajay Sharma;18/03/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Aadil Khan; VEN11105 
139479;CLI22;UP;Uttar Pradesh;Moinuddin Saifi;18/03/2020;Processing;19 GB DDR4 RAM;PCT53;RAM;CAT04;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;2; R$ 13.100,00 ; R$ 17.030,00 ;Advika Joshi; VEN11106 
139480;CLI23;UP;Uttar Pradesh;Ramkrishna Das Adhikary;18/03/2020;Delivered;Standard ATX motherboard;PCT05;Motherboard;CAT05;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;4; R$ 30.600,00 ; R$ 39.780,00 ;Ajay Sharma; VEN11101 
139481;CLI24;UP;Uttar Pradesh;Ranjeet Mandal;18/03/2020;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Roshan Kumar; VEN11102 
139482;CLI43;UP;Uttar Pradesh;Vinod Singh;18/03/2020;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;4; R$ 3.400,00 ; R$ 4.420,00 ;Aarvi Gupta; VEN11103 
139483;CLI44;UP;Uttar Pradesh;Ajay Mehta;18/03/2020;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;4; R$ 2.600,00 ; R$ 3.380,00 ;Vijay Singh; VEN11104 
139484;CLI45;UP;Uttar Pradesh;Vikas Bhalekar;18/03/2020;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;1; R$ 7.500,00 ; R$ 9.750,00 ;Aadil Khan; VEN11105 
139485;CLI28;UP;Uttar Pradesh;Vinod Mehta;18/03/2020;Shipped;5 TB HDD;PCT50;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;2; R$ 20.000,00 ; R$ 26.000,00 ;Advika Joshi; VEN11106 
139486;CLI29;UP;Uttar Pradesh;Jignesh Mhatre;19/03/2020;Order;4 TB SSD;PCT54;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;3; R$ 31.500,00 ; R$ 40.950,00 ;Ajay Sharma; VEN11101 
139487;CLI46;UP;Uttar Pradesh;Sharmili Pandit;19/03/2020;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Roshan Kumar; VEN11102 
139488;CLI47;BR;Bihar;Vijaya singh;19/03/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;1; R$ 7.000,00 ; R$ 9.100,00 ;Aarvi Gupta; VEN11103 
139489;CLI48;CG;Chhattisgarh;Dilip Rathod;19/03/2020;Shipped;7 GB DDR4 Ram;PCT55;RAM;CAT04;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Vijay Singh; VEN11104 
139490;CLI33;GA;Goa;Rohan Kale;19/03/2020;Order;Micro ATX motherboard;PCT14;Motherboard;CAT05;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;2; R$ 13.080,00 ; R$ 17.004,00 ;Aadil Khan; VEN11105 
139491;CLI34;GJ;Gujarat;Aniruddha Kekapure;19/03/2020;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;1; R$ 2.680,00 ; R$ 3.484,00 ;Advika Joshi; VEN11106 
139492;CLI49;GJ;Gujarat;Jagjeet Variya;19/03/2020;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;1; R$ 8.250,00 ; R$ 10.725,00 ;Ajay Sharma; VEN11101 
139493;CLI36;GJ;Gujarat;Roshan Zameer;20/03/2020;Shipped;11 GB DDR4 RAM;PCT48;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;3; R$ 7.950,00 ; R$ 10.335,00 ;Roshan Kumar; VEN11102 
139494;CLI50;GJ;Gujarat;Binod Kumar;21/03/2020;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Aarvi Gupta; VEN11103 
139495;CLI38;GJ;Gujarat;Shivanand Sahani;22/03/2020;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;1; R$ 14.500,00 ; R$ 18.850,00 ;Aadil Khan; VEN11105 
139496;CLI51;GJ;Gujarat;Vijay Mehta;23/03/2020;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;2; R$ 1.600,00 ; R$ 2.080,00 ;Advika Joshi; VEN11106 
139497;CLI40;GJ;Gujarat;Bijendra;24/03/2020;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;3; R$ 1.800,00 ; R$ 2.340,00 ;Ajay Sharma; VEN11101 
139498;CLI41;MP;Madhya Pradesh;Kranti Bheke;24/03/2020;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Roshan Kumar; VEN11102 
139499;CLI52;MH;Maharashtra;Shanti Giri;24/03/2020;Processing;5 TB HDD;PCT50;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;1; R$ 6.500,00 ; R$ 8.450,00 ;Aarvi Gupta; VEN11103 
139500;CLI01;MH;Maharashtra;Adhir Samal;24/03/2020;Delivered;260 GB SSD;PCT56;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Vijay Singh; VEN11104 
139501;CLI02;MH;Maharashtra;Dannana Jhammi;24/03/2020;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Aadil Khan; VEN11105 
139502;CLI03;MH;Maharashtra;Vipin Kumar;24/03/2020;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;4; R$ 50.000,00 ; R$ 65.000,00 ;Advika Joshi; VEN11106 
139503;CLI53;MH;Maharashtra;Prakash Chamka;24/03/2020;Processing;12 GB DDR4 RAM;PCT57;Computer Case;CAT11;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;3; R$ 10.500,00 ; R$ 13.650,00 ;Ajay Sharma; VEN11101 
139504;CLI05;MH;Maharashtra;Sajal Singhal;24/03/2020;Delivered;BTX motherboard;PCT27;Mouse;CAT08;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;4; R$ 18.000,00 ; R$ 23.400,00 ;Roshan Kumar; VEN11102 
139505;CLI06;MH;Maharashtra;Akhilesh Kumar;24/03/2020;Shipped;7 Fans Cabinet;PCT58;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;3; R$ 6.300,00 ; R$ 8.190,00 ;Aarvi Gupta; VEN11103 
139506;CLI07;MH;Maharashtra;Suvankar Chakraborty;25/03/2020;Order;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Vijay Singh; VEN11104 
139507;CLI08;MH;Maharashtra;Suvankar Adhikary;25/03/2020;Processing;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;3; R$ 1.050,00 ; R$ 1.365,00 ;Aadil Khan; VEN11105 
139508;CLI09;MH;Maharashtra;Rahul Kumar Prajapati;25/03/2020;Delivered;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Advika Joshi; VEN11106 
139509;CLI10;MH;Maharashtra;Sagar Jeur;25/03/2020;Shipped;6 TB HDD;PCT59;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;4; R$ 40.000,00 ; R$ 52.000,00 ;Ajay Sharma; VEN11101 
139510;CLI11;MH;Maharashtra;Rhushikesh Mane;25/03/2020;Order;516 GB M.2;PCT60;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;1; R$ 6.500,00 ; R$ 8.450,00 ;Roshan Kumar; VEN11102 
139511;CLI54;MH;Maharashtra;Vishal Singh;25/03/2020;Processing;RYZEN 3rd gen. 3504;PCT61;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;3; R$ 25.500,00 ; R$ 33.150,00 ;Aarvi Gupta; VEN11103 
139512;CLI13;MH;Maharashtra;Javed Akhter;25/03/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Vijay Singh; VEN11104 
139513;CLI14;TN;Tamil Nadu;Haridas Balraj;25/03/2020;Shipped;20 GB DDR4 RAM;PCT62;Computer Case;CAT11;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;3; R$ 19.650,00 ; R$ 25.545,00 ;Aadil Khan; VEN11105 
139514;CLI15;TR;Tripura;Kundan Kumar;25/03/2020;Order;Standard ATX motherboard;PCT05;Mouse;CAT08;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;4; R$ 30.600,00 ; R$ 39.780,00 ;Advika Joshi; VEN11106 
139515;CLI55;AN;Andaman and Nicobar Islands;Vinod Bhave;26/03/2020;Processing;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;2; R$ 2.300,00 ; R$ 2.990,00 ;Ajay Sharma; VEN11101 
139516;CLI17;CH;Chandigarh;Aditya Agarwal;26/03/2020;Delivered;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;2; R$ 1.700,00 ; R$ 2.210,00 ;Aadil Khan; VEN11105 
139517;CLI18;DH;Dadra and Nagar Haveli;Firdoush Jabee;26/03/2020;Shipped;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;1; R$ 650,00 ; R$ 845,00 ;Advika Joshi; VEN11106 
139518;CLI19;DD;Daman and Diu;Jay Prakash Kumar;26/03/2020;Order;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;2; R$ 15.000,00 ; R$ 19.500,00 ;Ajay Sharma; VEN11101 
139519;CLI56;DL;Delhi;Rajiv Singh;26/03/2020;Processing;6 TB HDD;PCT59;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Roshan Kumar; VEN11102 
139520;CLI21;LD;Lakshadweep;Ajay Sharma;26/03/2020;Delivered;5 TB SSD;PCT63;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;2; R$ 21.000,00 ; R$ 27.300,00 ;Aarvi Gupta; VEN11103 
139521;CLI22;PY;Pondicherry;Moinuddin Saifi;26/03/2020;Shipped;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Vijay Singh; VEN11104 
139522;CLI23;OR;Orissa;Ramkrishna Das Adhikary;26/03/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;4; R$ 28.000,00 ; R$ 36.400,00 ;Aadil Khan; VEN11105 
139523;CLI24;PB;Punjab;Ranjeet Mandal;26/03/2020;Processing;8 GB DDR4 Ram;PCT17;Computer Case;CAT11;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Advika Joshi; VEN11106 
139524;CLI25;RJ;Rajasthan;Ashwini Adsare;26/03/2020;Delivered;Micro ATX motherboard;PCT14;Mouse;CAT08;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;3; R$ 19.620,00 ; R$ 25.506,00 ;Ajay Sharma; VEN11101 
139525;CLI26;SK;Sikkim;Rajesh Variya;26/03/2020;Shipped;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;1; R$ 2.680,00 ; R$ 3.484,00 ;Roshan Kumar; VEN11102 
139526;CLI27;TN;Tamil Nadu;Amit Singh;26/03/2020;Order;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;4; R$ 33.000,00 ; R$ 42.900,00 ;Aarvi Gupta; VEN11103 
139527;CLI28;TR;Tripura;Vinod Mehta;26/03/2020;Processing;12 GB DDR4 RAM;PCT57;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;4; R$ 10.600,00 ; R$ 13.780,00 ;Vijay Singh; VEN11104 
139528;CLI29;UK;Uttarakhand;Jignesh Mhatre;26/03/2020;Delivered;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Aadil Khan; VEN11105 
139529;CLI30;UP;Uttar Pradesh;Rahul Kashyap;26/03/2020;Shipped;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;1; R$ 14.500,00 ; R$ 18.850,00 ;Advika Joshi; VEN11106 
139530;CLI31;WB;West Bengal;Mohammed Abdul Kaleem;27/03/2020;Order;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;4; R$ 3.200,00 ; R$ 4.160,00 ;Ajay Sharma; VEN11101 
139531;CLI32;TN;Tamil Nadu;Chandrakant Kasbe;27/03/2020;Processing;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;2; R$ 1.200,00 ; R$ 1.560,00 ;Roshan Kumar; VEN11102 
139532;CLI33;TR;Tripura;Rohan Kale;27/03/2020;Delivered;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Aarvi Gupta; VEN11103 
139533;CLI34;AN;Andaman and Nicobar Islands;Aniruddha Kekapure;27/03/2020;Shipped;6 TB HDD;PCT59;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;3; R$ 19.500,00 ; R$ 25.350,00 ;Vijay Singh; VEN11104 
139534;CLI35;CH;Chandigarh;Aslam Raza;27/03/2020;Order;261 GB SSD;PCT64;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;1; R$ 4.500,00 ; R$ 5.850,00 ;Aadil Khan; VEN11105 
139535;CLI36;DH;Dadra and Nagar Haveli;Roshan Zameer;27/03/2020;Processing;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;4; R$ 34.000,00 ; R$ 44.200,00 ;Advika Joshi; VEN11106 
139536;CLI37;DH;Dadra and Nagar Haveli;Rakesh Kumar Sharma;27/03/2020;Delivered;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;1; R$ 12.500,00 ; R$ 16.250,00 ;Ajay Sharma; VEN11101 
139537;CLI38;DH;Dadra and Nagar Haveli;Shivanand Sahani;27/03/2020;Shipped;13 GB DDR4 RAM;PCT65;NIC;CAT12;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;2; R$ 7.000,00 ; R$ 9.100,00 ;Roshan Kumar; VEN11102 
139538;CLI39;DH;Dadra and Nagar Haveli;Kunal Patra;27/03/2020;Order;BTX motherboard;PCT27;Printer;CAT13;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;3; R$ 13.500,00 ; R$ 17.550,00 ;Aarvi Gupta; VEN11103 
139539;CLI40;DH;Dadra and Nagar Haveli;Bijendra;27/03/2020;Processing;8 Fans Cabinet;PCT66;Cabinet;CAT06;Asus;BRD6;R$ 2.100,00; R$ 2.730,00 ;4; R$ 8.400,00 ; R$ 10.920,00 ;Vijay Singh; VEN11104 
139540;CLI41;DH;Dadra and Nagar Haveli;Kranti Bheke;27/03/2020;Delivered;Wireless Keyboard;PCT29;Keyboard;CAT07;Dell;BRD7;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Aadil Khan; VEN11105 
139541;CLI42;PB;Punjab;Jagdeep;27/03/2020;Shipped;USB Mouse;PCT30;Mouse;CAT08;Samsung;BRD1;R$ 350,00; R$ 455,00 ;4; R$ 1.400,00 ; R$ 1.820,00 ;Advika Joshi; VEN11106 
139542;CLI01;RJ;Rajasthan;Adhir Samal;27/03/2020;Order;"19"" LED Display";PCT31;Monitor;CAT09;Dell;BRD7;R$ 9.500,00; R$ 12.350,00 ;4; R$ 38.000,00 ; R$ 49.400,00 ;Ajay Sharma; VEN11101 
139543;CLI02;SK;Sikkim;Dannana Jhammi;27/03/2020;Processing;7 TB HDD;PCT67;HDD;CAT10;Western Digital;BRD11;R$ 10.000,00; R$ 13.000,00 ;2; R$ 20.000,00 ; R$ 26.000,00 ;Roshan Kumar; VEN11102 
139544;CLI03;TN;Tamil Nadu;Vipin Kumar;27/03/2020;Delivered;517 GB M.2;PCT68;SSD;CAT01;Samsung;BRD1;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Aarvi Gupta; VEN11103 
139545;CLI04;TR;Tripura;Ranjeet Kumar;27/03/2020;Shipped;RYZEN 3rd gen. 3505;PCT69;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;2; R$ 17.000,00 ; R$ 22.100,00 ;Vijay Singh; VEN11104 
139546;CLI05;UK;Uttarakhand;Sajal Singhal;27/03/2020;Order;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Aadil Khan; VEN11105 
139547;CLI06;UP;Uttar Pradesh;Akhilesh Kumar;27/03/2020;Processing;21 GB DDR4 RAM;PCT70;NIC;CAT12;Hynix;BRD4;R$ 6.550,00; R$ 8.515,00 ;2; R$ 13.100,00 ; R$ 17.030,00 ;Advika Joshi; VEN11106 
139548;CLI07;WB;West Bengal;Suvankar Chakraborty;27/03/2020;Delivered;Standard ATX motherboard;PCT05;Printer;CAT13;Gigabyte;BRD5;R$ 7.650,00; R$ 9.945,00 ;2; R$ 15.300,00 ; R$ 19.890,00 ;Ajay Sharma; VEN11101 
139549;CLI08;TN;Tamil Nadu;Suvankar Adhikary;27/03/2020;Shipped;Compact with 1 Fan;PCT06;Cabinet;CAT06;Asus;BRD6;R$ 1.150,00; R$ 1.495,00 ;3; R$ 3.450,00 ; R$ 4.485,00 ;Aarvi Gupta; VEN11103 
139550;CLI09;TR;Tripura;Rahul Kumar Prajapati;27/03/2020;Order;USB Backlight Keyboard;PCT07;Keyboard;CAT07;Dell;BRD7;R$ 850,00; R$ 1.105,00 ;1; R$ 850,00 ; R$ 1.105,00 ;Vijay Singh; VEN11104 
139551;CLI10;AN;Andaman and Nicobar Islands;Sagar Jeur;27/03/2020;Processing;Ergonomic Mouse;PCT08;Mouse;CAT08;Samsung;BRD1;R$ 650,00; R$ 845,00 ;4; R$ 2.600,00 ; R$ 3.380,00 ;Aadil Khan; VEN11105 
139552;CLI11;CH;Chandigarh;Rhushikesh Mane;27/03/2020;Delivered;"15"" LCD Dsipaly";PCT09;Monitor;CAT09;Dell;BRD7;R$ 7.500,00; R$ 9.750,00 ;1; R$ 7.500,00 ; R$ 9.750,00 ;Advika Joshi; VEN11106 
139553;CLI12;DH;Dadra and Nagar Haveli;Ashish Kumar;27/03/2020;Shipped;7 TB HDD;PCT67;HDD;CAT10;Seagate;BRD8;R$ 10.000,00; R$ 13.000,00 ;1; R$ 10.000,00 ; R$ 13.000,00 ;Ajay Sharma; VEN11101 
139554;CLI13;DD;Daman and Diu;Javed Akhter;27/03/2020;Order;6 TB SSD;PCT71;SSD;CAT01;Samsung;BRD1;R$ 10.500,00; R$ 13.650,00 ;3; R$ 31.500,00 ; R$ 40.950,00 ;Roshan Kumar; VEN11102 
139555;CLI14;DL;Delhi;Haridas Balraj;27/03/2020;Processing;Intel i5 12th gen.;PCT12;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;1; R$ 8.500,00 ; R$ 11.050,00 ;Aarvi Gupta; VEN11103 
139556;CLI15;LD;Lakshadweep;Kundan Kumar;27/03/2020;Delivered;2GB Graphic Card;PCT03;Graphic Card;CAT03;Nvidia;BRD3;R$ 7.000,00; R$ 9.100,00 ;3; R$ 21.000,00 ; R$ 27.300,00 ;Vijay Singh; VEN11104 
139557;CLI16;PY;Pondicherry;Atif Siddiqui;27/03/2020;Shipped;9 GB DDR4 Ram;PCT26;NIC;CAT12;Hynix;BRD4;R$ 1.680,00; R$ 2.184,00 ;2; R$ 3.360,00 ; R$ 4.368,00 ;Aadil Khan; VEN11105 
139558;CLI17;OR;Orissa;Aditya Agarwal;27/03/2020;Order;Micro ATX motherboard;PCT14;Printer;CAT13;MSI;BRD9;R$ 6.540,00; R$ 8.502,00 ;3; R$ 19.620,00 ; R$ 25.506,00 ;Advika Joshi; VEN11106 
139559;CLI18;PB;Punjab;Firdoush Jabee;27/03/2020;Processing;Gaming Box Cabinet;PCT15;Cabinet;CAT06;Asus;BRD6;R$ 2.680,00; R$ 3.484,00 ;3; R$ 8.040,00 ; R$ 10.452,00 ;Ajay Sharma; VEN11101 
139560;CLI19;RJ;Rajasthan;Jay Prakash Kumar;27/03/2020;Delivered;"17"" LCD Display";PCT16;Monitor;CAT09;Samsung;BRD1;R$ 8.250,00; R$ 10.725,00 ;4; R$ 33.000,00 ; R$ 42.900,00 ;Aarvi Gupta; VEN11103 
139561;CLI20;SK;Sikkim;Ashish Pandey;27/03/2020;Shipped;13 GB DDR4 RAM;PCT65;RAM;CAT04;Samsung;BRD1;R$ 2.650,00; R$ 3.445,00 ;4; R$ 10.600,00 ; R$ 13.780,00 ;Vijay Singh; VEN11104 
139562;CLI21;TN;Tamil Nadu;Ajay Sharma;28/03/2020;Order;"26"" LCD Display";PCT18;Monitor;CAT09;Acer;BRD10;R$ 12.550,00; R$ 16.315,00 ;4; R$ 50.200,00 ; R$ 65.260,00 ;Aadil Khan; VEN11105 
139563;CLI22;TR;Tripura;Moinuddin Saifi;28/03/2020;Processing;I7 - intel 12th Generation;PCT19;CPU;CAT02;Intel;BRD2;R$ 14.500,00; R$ 18.850,00 ;1; R$ 14.500,00 ; R$ 18.850,00 ;Advika Joshi; VEN11106 
139564;CLI23;UK;Uttarakhand;Ramkrishna Das Adhikary;28/03/2020;Delivered;USB Keyboard;PCT20;Keyboard;CAT07;Dell;BRD7;R$ 800,00; R$ 1.040,00 ;4; R$ 3.200,00 ; R$ 4.160,00 ;Ajay Sharma; VEN11101 
139565;CLI24;UP;Uttar Pradesh;Ranjeet Mandal;28/03/2020;Shipped;Wireless Mouse;PCT21;Mouse;CAT08;Samsung;BRD1;R$ 600,00; R$ 780,00 ;2; R$ 1.200,00 ; R$ 1.560,00 ;Roshan Kumar; VEN11102 
139566;CLI25;UP;Uttar Pradesh;Ashwini Adsare;28/03/2020;Order;"21"" LCD Display";PCT22;Monitor;CAT09;Dell;BRD7;R$ 10.500,00; R$ 13.650,00 ;1; R$ 10.500,00 ; R$ 13.650,00 ;Aarvi Gupta; VEN11103 
139567;CLI26;UP;Uttar Pradesh;Rajesh Variya;28/03/2020;Processing;7 TB HDD;PCT67;HDD;CAT10;Western Digital;BRD11;R$ 6.500,00; R$ 8.450,00 ;4; R$ 26.000,00 ; R$ 33.800,00 ;Vijay Singh; VEN11104 
139568;CLI27;UP;Uttar Pradesh;Amit Singh;28/03/2020;Delivered;262 GB SSD;PCT72;SSD;CAT01;Samsung;BRD1;R$ 4.500,00; R$ 5.850,00 ;2; R$ 9.000,00 ; R$ 11.700,00 ;Aadil Khan; VEN11105 
139569;CLI28;UP;Uttar Pradesh;Vinod Mehta;28/03/2020;Shipped;Intel i3 11th gen.;PCT24;CPU;CAT02;Intel;BRD2;R$ 8.500,00; R$ 11.050,00 ;3; R$ 25.500,00 ; R$ 33.150,00 ;Advika Joshi; VEN11106 
139570;CLI29;UP;Uttar Pradesh;Jignesh Mhatre;28/03/2020;Order;4GB Graphic card;PCT25;Graphic Card;CAT03;Nvidia;BRD3;R$ 12.500,00; R$ 16.250,00 ;2; R$ 25.000,00 ; R$ 32.500,00 ;Ajay Sharma; VEN11101 
139571;CLI30;UP;Uttar Pradesh;Rahul Kashyap;28/03/2020;Processing;14 GB DDR4 RAM;PCT73;RAM;CAT04;Hynix;BRD4;R$ 3.500,00; R$ 4.550,00 ;4; R$ 14.000,00 ; R$ 18.200,00 ;Roshan Kumar; VEN11102 
139572;CLI31;UP;Uttar Pradesh;Mohammed Abdul Kaleem;28/03/2020;Delivered;BTX motherboard;PCT27;Motherboard;CAT05;Gigabyte;BRD5;R$ 4.500,00; R$ 5.850,00 ;2; R$ 9.000,00 ; R$ 11.700,00 ;Aarvi Gupta; VEN11103 
